CODGEO;NBMENFISC21;NBPERSMENFISC21;MED21;PIMP21;TP6021;TP60AGE121;TP60AGE221;TP60AGE321;TP60AGE421;TP60AGE521;TP60AGE621;TP60TOL121;TP60TOL221;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PPAT21;PPSOC21;PPFAM21;PPMINI21;PPLOGT21;PIMPOT21;D121;D921;RD21
62113;1384;3019;16160;24,9;34,5;s;50,9;37,0;34,4;s;s;s;50,8;50,6;44,2;3,2;3,2;38,0;5,5;15,6;4,1;8,0;3,5;-9,7;9460;27990;3,0
62114;1522;3725;23890;54,0;9,2;s;s;s;s;s;s;s;s;75,9;66,8;2,1;7,0;27,4;7,1;4,6;2,1;1,7;0,8;-15,0;14040;38440;2,7
62115;1797;3980;20900;46,0;15,0;s;s;s;s;s;s;s;31,2;64,4;58,6;3,2;2,6;37,9;4,2;5,9;2,1;2,8;1,0;-12,4;12450;32570;2,6
62116;1457;3005;18900;37,3;23,6;s;s;s;s;s;s;s;36,9;61,0;53,0;2,7;5,3;35,4;6,5;9,4;2,8;4,6;2,0;-12,3;11190;32070;2,9
62117;1797;4083;24440;60,0;7,9;s;s;s;s;s;s;s;s;69,8;60,7;1,6;7,5;35,1;9,4;3,2;1,5;1,2;0,5;-17,5;14600;41520;2,8
62118;1995;4983;21890;48,9;10,7;s;s;s;s;s;s;6,3;29,4;78,2;71,7;2,6;3,9;25,1;3,6;5,8;2,7;2,4;0,7;-12,7;13560;33390;2,5
62119;1820;4679;20530;42,7;15,4;s;s;s;s;s;s;6,7;31,6;76,7;69,2;2,8;4,7;23,6;4,6;7,4;3,2;2,9;1,3;-12,3;12330;31490;2,6
62201;2332;5747;23020;54,2;11,6;s;s;s;s;s;s;7,3;24,4;74,9;68,8;2,5;3,6;29,9;4,8;5,0;2,4;1,8;0,8;-14,6;13540;36740;2,7
62202;2613;6000;18970;35,6;22,3;s;27,2;23,8;21,6;18,4;s;10,7;39,4;64,5;58,1;2,7;3,7;32,1;5,0;9,8;3,3;4,6;1,9;-11,4;11290;30010;2,7
62203;2942;6565;22190;48,3;12,4;s;s;14,6;s;s;s;6,2;25,9;68,6;59,7;2,5;6,4;31,6;9,7;5,1;1,9;2,3;0,9;-15,0;13020;36310;2,8
62204;3083;6350;19550;38,7;22,3;s;32,6;22,1;24,2;15,8;s;10,3;38,7;55,7;48,5;2,5;4,7;39,9;7,6;9,2;2,5;4,7;2,0;-12,4;10710;32800;3,1
62205;2697;6851;19820;40,5;20,0;s;23,3;22,9;17,6;15,2;s;10,9;39,5;70,3;63,2;3,0;4,1;28,3;4,9;9,0;3,5;3,8;1,7;-12,5;11690;31930;2,7
62206;3464;8007;25600;58,9;10,1;s;s;s;s;s;s;5,0;24,1;63,5;53,0;1,9;8,6;33,2;22,4;3,1;1,2;1,4;0,5;-22,2;13840;54740;4,0
62207;3046;7327;22110;49,2;13,6;s;s;17,8;s;s;s;7,4;29,7;73,3;64,3;2,7;6,3;27,9;7,5;6,0;2,3;2,7;1,0;-14,7;12740;35860;2,8
62208;3624;7714;20220;40,5;20,2;34,7;28,4;23,6;17,4;13,3;s;6,3;37,7;64,0;56,4;2,5;5,1;31,8;8,7;8,6;2,4;4,3;1,9;-13,1;11190;34630;3,1
62209;3544;8468;20440;40,2;17,2;s;17,1;18,1;17,3;16,3;s;9,2;33,2;74,1;66,8;2,5;4,8;25,9;5,7;7,1;2,8;3,1;1,2;-12,8;12080;32810;2,7
62210;3763;8900;20950;43,8;14,6;s;16,7;15,9;13,1;11,6;s;7,3;32,2;72,1;65,8;2,2;4,1;28,7;5,2;6,7;2,7;2,9;1,1;-12,7;12610;32650;2,6
62211;3870;9636;21730;46,3;15,1;s;15,6;16,5;15,0;12,3;s;7,4;32,3;74,2;67,1;2,5;4,6;26,8;6,4;6,3;2,8;2,4;1,1;-13,7;12310;34890;2,8
62301;4697;10637;23110;53,6;13,4;s;17,5;15,9;12,0;9,3;s;6,5;26,7;67,7;57,4;2,2;8,1;31,3;14,9;4,5;1,5;2,1;0,9;-18,4;12920;45320;3,5
62401;22553;44991;21890;50,2;15,0;27,2;19,5;19,4;14,8;10,0;9,9;6,6;27,7;57,4;48,8;2,4;6,2;40,7;13,8;5,4;1,5;2,8;1,1;-17,3;12330;40290;3,3
62501;36983;77996;19120;39,3;23,3;37,9;29,6;25,7;20,6;16,3;13,2;7,0;37,6;65,2;58,4;3,2;3,6;31,8;5,3;10,4;2,9;5,1;2,4;-12,7;10840;31790;2,9
62502;40351;84821;22160;50,9;17,8;30,2;23,3;19,9;15,4;11,6;9,3;5,0;33,5;73,2;65,5;2,5;5,2;29,4;6,4;7,1;2,1;3,5;1,5;-16,1;11420;38910;3,4
62503;41273;90686;19420;41,3;24,2;36,5;31,6;27,1;21,7;15,9;11,4;8,4;42,4;67,8;60,7;3,2;3,9;29,7;4,9;10,7;3,1;5,2;2,4;-13,1;10530;32500;3,1
63101;932;2196;23560;53,0;s;s;s;s;s;s;s;s;s;76,7;70,5;2,5;3,7;25,2;8,5;4,3;2,1;1,5;0,7;-14,7;14270;37390;2,6
63102;900;2245;26260;67,1;s;s;s;s;s;s;s;s;s;80,0;73,2;2,5;4,3;23,0;10,9;2,8;1,5;0,9;0,4;-16,7;16150;42360;2,6
63103;886;2090;27310;69,6;s;s;s;s;s;s;s;s;s;73,3;66,1;2,0;5,2;29,6;12,5;2,1;1,1;0,7;0,3;-17,5;17990;42660;2,4
63104;1022;2225;22120;47,1;12,9;s;s;s;s;s;s;s;s;76,0;66,1;3,4;6,5;24,8;7,3;5,0;2,0;2,1;0,9;-13,1;13170;34500;2,6
63105;1146;2124;21060;45,3;17,0;s;s;s;s;s;s;s;s;58,5;46,0;3,8;8,7;36,7;14,1;5,0;1,3;2,6;1,1;-14,3;11530;33750;2,9
63106;1050;2575;24860;60,0;s;s;s;s;s;s;s;s;s;75,9;70,0;2,3;3,6;26,3;10,0;3,6;1,8;1,2;0,6;-15,8;15570;40580;2,6
63107;1281;3002;26710;64,6;s;s;s;s;s;s;s;s;s;72,4;64,2;1,8;6,4;34,4;7,7;2,6;1,2;1,1;0,3;-17,1;16730;42430;2,5
63108;1355;3120;28530;68,1;s;s;s;s;s;s;s;s;s;69,0;61,6;1,6;5,8;28,6;20,0;2,4;1,1;0,9;0,4;-20,0;16520;49200;3,0
63109;1289;2622;21520;42,8;13,2;s;s;s;s;s;s;s;25,3;64,4;56,5;2,6;5,3;36,9;6,0;5,5;1,9;2,5;1,1;-12,8;13030;34290;2,6
63110;1179;2758;21360;45,9;16,8;s;s;s;s;s;s;11,8;33,0;72,2;65,0;2,3;4,9;26,6;7,9;6,7;2,5;3,2;1,0;-13,4;11950;34170;2,9
63111;1263;2792;22800;49,2;11,1;s;s;s;s;s;s;s;s;71,2;65,2;2,8;3,2;29,5;7,3;5,5;2,2;2,4;0,9;-13,5;13470;35010;2,6
63112;1537;3625;29370;70,8;s;s;s;s;s;s;s;s;s;76,3;66,2;2,2;7,9;30,5;11,1;2,0;1,0;0,7;0,3;-19,9;17030;49970;2,9
63113;1442;3438;26900;64,0;s;s;s;s;s;s;s;s;s;82,4;75,6;1,7;5,1;23,7;8,3;2,8;1,3;1,1;0,4;-17,2;16080;43700;2,7
