COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;40217;Parentis-en-Born;CHAR;5
CODGEO;Code géographique;Code géographique;40224;Peyrehorade;CHAR;5
CODGEO;Code géographique;Code géographique;40233;Pouillon;CHAR;5
CODGEO;Code géographique;Code géographique;40245;Roquefort;CHAR;5
CODGEO;Code géographique;Code géographique;40282;Saint-Sever;CHAR;5
CODGEO;Code géographique;Code géographique;40284;Saint-Vincent-de-Tyrosse;CHAR;5
CODGEO;Code géographique;Code géographique;40296;Seignosse;CHAR;5
CODGEO;Code géographique;Code géographique;40310;Soustons;CHAR;5
CODGEO;Code géographique;Code géographique;40313;Tartas;CHAR;5
CODGEO;Code géographique;Code géographique;41018;Blois;CHAR;5
CODGEO;Code géographique;Code géographique;41059;Le Controis-en-Sologne;CHAR;5
CODGEO;Code géographique;Code géographique;41106;Lamotte-Beuvron;CHAR;5
CODGEO;Code géographique;Code géographique;41136;Mer;CHAR;5
CODGEO;Code géographique;Code géographique;41143;Mondoubleau;CHAR;5
CODGEO;Code géographique;Code géographique;41149;Montoire-sur-le-Loir;CHAR;5
CODGEO;Code géographique;Code géographique;41151;Montrichard Val de Cher;CHAR;5
CODGEO;Code géographique;Code géographique;41167;Veuzain-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;41173;Beauce la Romaine;CHAR;5
CODGEO;Code géographique;Code géographique;41194;Romorantin-Lanthenay;CHAR;5
CODGEO;Code géographique;Code géographique;41198;Saint-Aignan;CHAR;5
CODGEO;Code géographique;Code géographique;41232;Salbris;CHAR;5
CODGEO;Code géographique;Code géographique;41242;Selles-sur-Cher;CHAR;5
CODGEO;Code géographique;Code géographique;41269;Vendôme;CHAR;5
CODGEO;Code géographique;Code géographique;42011;Balbigny;CHAR;5
CODGEO;Code géographique;Code géographique;42019;Boën-sur-Lignon;CHAR;5
CODGEO;Code géographique;Code géographique;42023;Bourg-Argental;CHAR;5
CODGEO;Code géographique;Code géographique;42052;Charlieu;CHAR;5
CODGEO;Code géographique;Code géographique;42059;Chazelles-sur-Lyon;CHAR;5
CODGEO;Code géographique;Code géographique;42094;Feurs;CHAR;5
CODGEO;Code géographique;Code géographique;42103;La Grand-Croix;CHAR;5
CODGEO;Code géographique;Code géographique;42147;Montbrison;CHAR;5
CODGEO;Code géographique;Code géographique;42149;Montrond-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;42165;Panissières;CHAR;5
CODGEO;Code géographique;Code géographique;42168;Pélussin;CHAR;5
CODGEO;Code géographique;Code géographique;42182;Renaison;CHAR;5
CODGEO;Code géographique;Code géographique;42186;Rive-de-Gier;CHAR;5
CODGEO;Code géographique;Code géographique;42187;Roanne;CHAR;5
CODGEO;Code géographique;Code géographique;42204;Saint-Bonnet-le-Château;CHAR;5
CODGEO;Code géographique;Code géographique;42218;Saint-Étienne;CHAR;5
CODGEO;Code géographique;Code géographique;42222;Saint-Galmier;CHAR;5
CODGEO;Code géographique;Code géographique;42230;Saint-Germain-Laval;CHAR;5
CODGEO;Code géographique;Code géographique;42279;Saint-Just-Saint-Rambert;CHAR;5
CODGEO;Code géographique;Code géographique;43040;Brioude;CHAR;5
CODGEO;Code géographique;Code géographique;43051;Le Chambon-sur-Lignon;CHAR;5
CODGEO;Code géographique;Code géographique;43080;Craponne-sur-Arzon;CHAR;5
CODGEO;Code géographique;Code géographique;43087;Dunières;CHAR;5
CODGEO;Code géographique;Code géographique;43112;Langeac;CHAR;5
CODGEO;Code géographique;Code géographique;43137;Monistrol-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;43157;Le Puy-en-Velay;CHAR;5
CODGEO;Code géographique;Code géographique;43162;Retournac;CHAR;5
CODGEO;Code géographique;Code géographique;43200;Saint-Julien-Chapteuil;CHAR;5
CODGEO;Code géographique;Code géographique;43216;Saint-Paulien;CHAR;5
CODGEO;Code géographique;Code géographique;43224;Sainte-Sigolène;CHAR;5
CODGEO;Code géographique;Code géographique;43234;Saugues;CHAR;5
CODGEO;Code géographique;Code géographique;43244;Tence;CHAR;5
CODGEO;Code géographique;Code géographique;43268;Yssingeaux;CHAR;5
CODGEO;Code géographique;Code géographique;44002;Aigrefeuille-sur-Maine;CHAR;5
CODGEO;Code géographique;Code géographique;44003;Ancenis-Saint-Géréon;CHAR;5
CODGEO;Code géographique;Code géographique;44015;Blain;CHAR;5
CODGEO;Code géographique;Code géographique;44036;Châteaubriant;CHAR;5
CODGEO;Code géographique;Code géographique;44043;Clisson;CHAR;5
CODGEO;Code géographique;Code géographique;44051;Derval;CHAR;5
CODGEO;Code géographique;Code géographique;44055;La Baule-Escoublac;CHAR;5
CODGEO;Code géographique;Code géographique;44067;Guémené-Penfao;CHAR;5
CODGEO;Code géographique;Code géographique;44072;Herbignac;CHAR;5
CODGEO;Code géographique;Code géographique;44073;Héric;CHAR;5
CODGEO;Code géographique;Code géographique;44081;Legé;CHAR;5
CODGEO;Code géographique;Code géographique;44082;Ligné;CHAR;5
CODGEO;Code géographique;Code géographique;44084;Le Loroux-Bottereau;CHAR;5
CODGEO;Code géographique;Code géographique;44087;Machecoul-Saint-Même;CHAR;5
CODGEO;Code géographique;Code géographique;44109;Nantes;CHAR;5
CODGEO;Code géographique;Code géographique;44110;Nort-sur-Erdre;CHAR;5
CODGEO;Code géographique;Code géographique;44113;Nozay;CHAR;5
CODGEO;Code géographique;Code géographique;44120;Le Pellerin;CHAR;5
CODGEO;Code géographique;Code géographique;44129;Pontchâteau;CHAR;5
CODGEO;Code géographique;Code géographique;44131;Pornic;CHAR;5
CODGEO;Code géographique;Code géographique;44154;Saint-Brevin-les-Pins;CHAR;5
CODGEO;Code géographique;Code géographique;44158;Saint-Étienne-de-Montluc;CHAR;5
CODGEO;Code géographique;Code géographique;44180;Vallons-de-l'Erdre;CHAR;5
CODGEO;Code géographique;Code géographique;44184;Saint-Nazaire;CHAR;5
CODGEO;Code géographique;Code géographique;44186;Sainte-Pazanne;CHAR;5
CODGEO;Code géographique;Code géographique;44188;Saint-Philbert-de-Grand-Lieu;CHAR;5
CODGEO;Code géographique;Code géographique;44195;Savenay;CHAR;5
CODGEO;Code géographique;Code géographique;44209;Treillières;CHAR;5
CODGEO;Code géographique;Code géographique;44212;Vallet;CHAR;5
CODGEO;Code géographique;Code géographique;44213;Loireauxence;CHAR;5
CODGEO;Code géographique;Code géographique;45028;Beaugency;CHAR;5
CODGEO;Code géographique;Code géographique;45030;Beaune-la-Rolande;CHAR;5
CODGEO;Code géographique;Code géographique;45031;Bellegarde;CHAR;5
CODGEO;Code géographique;Code géographique;45053;Briare;CHAR;5
CODGEO;Code géographique;Code géographique;45082;Châteauneuf-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;45085;Châtillon-Coligny;CHAR;5
CODGEO;Code géographique;Code géographique;45115;Courtenay;CHAR;5
CODGEO;Code géographique;Code géographique;45145;Ferrières-en-Gâtinais;CHAR;5
CODGEO;Code géographique;Code géographique;45146;La Ferté-Saint-Aubin;CHAR;5
CODGEO;Code géographique;Code géographique;45155;Gien;CHAR;5
CODGEO;Code géographique;Code géographique;45173;Jargeau;CHAR;5
CODGEO;Code géographique;Code géographique;45187;Lorris;CHAR;5
CODGEO;Code géographique;Code géographique;45191;Le Malesherbois;CHAR;5
CODGEO;Code géographique;Code géographique;45203;Meung-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;45208;Montargis;CHAR;5
CODGEO;Code géographique;Code géographique;45224;Neuville-aux-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;45234;Orléans;CHAR;5
CODGEO;Code géographique;Code géographique;45248;Patay;CHAR;5
CODGEO;Code géographique;Code géographique;45252;Pithiviers;CHAR;5
CODGEO;Code géographique;Code géographique;45258;Puiseaux;CHAR;5
CODGEO;Code géographique;Code géographique;45315;Sully-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;46042;Cahors;CHAR;5
CODGEO;Code géographique;Code géographique;46045;Cajarc;CHAR;5
CODGEO;Code géographique;Code géographique;46063;Castelnau-Montratier;CHAR;5
CODGEO;Code géographique;Code géographique;46102;Figeac;CHAR;5
CODGEO;Code géographique;Code géographique;46127;Gourdon;CHAR;5
CODGEO;Code géographique;Code géographique;46128;Gramat;CHAR;5
CODGEO;Code géographique;Code géographique;46143;Lacapelle-Marival;CHAR;5
CODGEO;Code géographique;Code géographique;46225;Prayssac;CHAR;5
CODGEO;Code géographique;Code géographique;46251;Saint-Céré;CHAR;5
CODGEO;Code géographique;Code géographique;46309;Souillac;CHAR;5
CODGEO;Code géographique;Code géographique;46330;Vayrac;CHAR;5
CODGEO;Code géographique;Code géographique;47001;Agen;CHAR;5
CODGEO;Code géographique;Code géographique;47004;Aiguillon;CHAR;5
CODGEO;Code géographique;Code géographique;47052;Casteljaloux;CHAR;5
CODGEO;Code géographique;Code géographique;47057;Castillonnès;CHAR;5
CODGEO;Code géographique;Code géographique;47106;Fumel;CHAR;5
CODGEO;Code géographique;Code géographique;47157;Marmande;CHAR;5
CODGEO;Code géographique;Code géographique;47168;Miramont-de-Guyenne;CHAR;5
CODGEO;Code géographique;Code géographique;47175;Monflanquin;CHAR;5
CODGEO;Code géographique;Code géographique;47195;Nérac;CHAR;5
CODGEO;Code géographique;Code géographique;47310;Tonneins;CHAR;5
CODGEO;Code géographique;Code géographique;47323;Villeneuve-sur-Lot;CHAR;5
CODGEO;Code géographique;Code géographique;48034;La Canourgue;CHAR;5
CODGEO;Code géographique;Code géographique;48061;Florac Trois Rivières;CHAR;5
CODGEO;Code géographique;Code géographique;48080;Langogne;CHAR;5
CODGEO;Code géographique;Code géographique;48092;Marvejols;CHAR;5
CODGEO;Code géographique;Code géographique;48095;Mende;CHAR;5
CODGEO;Code géographique;Code géographique;48140;Saint-Chély-d'Apcher;CHAR;5
CODGEO;Code géographique;Code géographique;49007;Angers;CHAR;5
CODGEO;Code géographique;Code géographique;49018;Baugé-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49021;Beaufort-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49023;Beaupréau-en-Mauges;CHAR;5
CODGEO;Code géographique;Code géographique;49050;Brissac Loire Aubance;CHAR;5
CODGEO;Code géographique;Code géographique;49054;Candé;CHAR;5
CODGEO;Code géographique;Code géographique;49063;Chalonnes-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49069;Orée d'Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49080;Les Hauts-d'Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49092;Chemillé-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49099;Cholet;CHAR;5
CODGEO;Code géographique;Code géographique;49125;Doué-en-Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49127;Durtal;CHAR;5
CODGEO;Code géographique;Code géographique;49176;Le Lion-d'Angers;CHAR;5
CODGEO;Code géographique;Code géographique;49180;Longué-Jumelles;CHAR;5
CODGEO;Code géographique;Code géographique;49214;Montreuil-Juigné;CHAR;5
CODGEO;Code géographique;Code géographique;49215;Montreuil-Bellay;CHAR;5
CODGEO;Code géographique;Code géographique;49218;Montrevault-sur-Èvre;CHAR;5
CODGEO;Code géographique;Code géographique;49228;Noyant-Villages;CHAR;5
CODGEO;Code géographique;Code géographique;49244;Mauges-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49248;Ombrée d'Anjou;CHAR;5
CODGEO;Code géographique;Code géographique;49261;Gennes-Val-de-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49283;Saint-Georges-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;49301;Sèvremoine;CHAR;5
CODGEO;Code géographique;Code géographique;49307;Loire-Authion;CHAR;5
CODGEO;Code géographique;Code géographique;49328;Saumur;CHAR;5
CODGEO;Code géographique;Code géographique;49331;Segré-en-Anjou Bleu;CHAR;5
CODGEO;Code géographique;Code géographique;49333;Seiches-sur-le-Loir;CHAR;5
CODGEO;Code géographique;Code géographique;49345;Bellevigne-en-Layon;CHAR;5
CODGEO;Code géographique;Code géographique;49347;Tiercé;CHAR;5
CODGEO;Code géographique;Code géographique;49373;Lys-Haut-Layon;CHAR;5
CODGEO;Code géographique;Code géographique;50003;Agon-Coutainville;CHAR;5
CODGEO;Code géographique;Code géographique;50025;Avranches;CHAR;5
CODGEO;Code géographique;Code géographique;50031;Barneville-Carteret;CHAR;5
CODGEO;Code géographique;Code géographique;50074;Brécey;CHAR;5
CODGEO;Code géographique;Code géographique;50076;Bréhal;CHAR;5
CODGEO;Code géographique;Code géographique;50082;Bricquebec-en-Cotentin;CHAR;5
CODGEO;Code géographique;Code géographique;50099;Carentan-les-Marais;CHAR;5
CODGEO;Code géographique;Code géographique;50129;Cherbourg-en-Cotentin;CHAR;5
CODGEO;Code géographique;Code géographique;50147;Coutances;CHAR;5
CODGEO;Code géographique;Code géographique;50218;Granville;CHAR;5
CODGEO;Code géographique;Code géographique;50236;La Haye;CHAR;5
CODGEO;Code géographique;Code géographique;50341;Montebourg;CHAR;5
CODGEO;Code géographique;Code géographique;50359;Mortain-Bocage;CHAR;5
CODGEO;Code géographique;Code géographique;50394;Périers;CHAR;5
CODGEO;Code géographique;Code géographique;50402;Les Pieux;CHAR;5
CODGEO;Code géographique;Code géographique;50410;Pontorson;CHAR;5
CODGEO;Code géographique;Code géographique;50484;Saint-Hilaire-du-Harcouët;CHAR;5
CODGEO;Code géographique;Code géographique;50487;Saint-James;CHAR;5
CODGEO;Code géographique;Code géographique;50502;Saint-Lô;CHAR;5
CODGEO;Code géographique;Code géographique;50539;Saint-Pierre-Église;CHAR;5
CODGEO;Code géographique;Code géographique;50582;Sourdeval;CHAR;5
CODGEO;Code géographique;Code géographique;50601;Torigny-les-Villes;CHAR;5
CODGEO;Code géographique;Code géographique;50615;Valognes;CHAR;5
CODGEO;Code géographique;Code géographique;50639;Villedieu-les-Poêles-Rouffigny;CHAR;5
CODGEO;Code géographique;Code géographique;51030;Aÿ-Champagne;CHAR;5
CODGEO;Code géographique;Code géographique;51108;Châlons-en-Champagne;CHAR;5
CODGEO;Code géographique;Code géographique;51217;Dormans;CHAR;5
CODGEO;Code géographique;Code géographique;51230;Épernay;CHAR;5
CODGEO;Code géographique;Code géographique;51248;Fère-Champenoise;CHAR;5
CODGEO;Code géographique;Code géographique;51250;Fismes;CHAR;5
CODGEO;Code géographique;Code géographique;51380;Montmirail;CHAR;5
CODGEO;Code géographique;Code géographique;51388;Mourmelon-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;51454;Reims;CHAR;5
CODGEO;Code géographique;Code géographique;51507;Sainte-Menehould;CHAR;5
CODGEO;Code géographique;Code géographique;51535;Sézanne;CHAR;5
CODGEO;Code géographique;Code géographique;51559;Suippes;CHAR;5
CODGEO;Code géographique;Code géographique;51612;Blancs-Coteaux;CHAR;5
CODGEO;Code géographique;Code géographique;51649;Vitry-le-François;CHAR;5
CODGEO;Code géographique;Code géographique;52060;Bourbonne-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;52093;Chalindrey;CHAR;5
CODGEO;Code géographique;Code géographique;52121;Chaumont;CHAR;5
CODGEO;Code géographique;Code géographique;52197;Fayl-Billot;CHAR;5
CODGEO;Code géographique;Code géographique;52250;Joinville;CHAR;5
CODGEO;Code géographique;Code géographique;52269;Langres;CHAR;5
CODGEO;Code géographique;Code géographique;52331;La Porte du Der;CHAR;5
CODGEO;Code géographique;Code géographique;52353;Nogent;CHAR;5
CODGEO;Code géographique;Code géographique;52448;Saint-Dizier;CHAR;5
CODGEO;Code géographique;Code géographique;52550;Wassy;CHAR;5
CODGEO;Code géographique;Code géographique;53003;Ambrières-les-Vallées;CHAR;5
CODGEO;Code géographique;Code géographique;53062;Château-Gontier-sur-Mayenne;CHAR;5
CODGEO;Code géographique;Code géographique;53077;Cossé-le-Vivien;CHAR;5
CODGEO;Code géographique;Code géographique;53084;Craon;CHAR;5
CODGEO;Code géographique;Code géographique;53096;Ernée;CHAR;5
CODGEO;Code géographique;Code géographique;53097;Évron;CHAR;5
CODGEO;Code géographique;Code géographique;53107;Gorron;CHAR;5
CODGEO;Code géographique;Code géographique;53130;Laval;CHAR;5
CODGEO;Code géographique;Code géographique;53147;Mayenne;CHAR;5
CODGEO;Code géographique;Code géographique;53152;Meslay-du-Maine;CHAR;5
CODGEO;Code géographique;Code géographique;53185;Pré-en-Pail-Saint-Samson;CHAR;5
CODGEO;Code géographique;Code géographique;53271;Villaines-la-Juhel;CHAR;5
CODGEO;Code géographique;Code géographique;54039;Baccarat;CHAR;5
CODGEO;Code géographique;Code géographique;54076;Blainville-sur-l'Eau;CHAR;5
CODGEO;Code géographique;Code géographique;54099;Val de Briey;CHAR;5
CODGEO;Code géographique;Code géographique;54159;Dombasle-sur-Meurthe;CHAR;5
CODGEO;Code géographique;Code géographique;54273;Jarny;CHAR;5
CODGEO;Code géographique;Code géographique;54280;Jœuf;CHAR;5
CODGEO;Code géographique;Code géographique;54322;Longuyon;CHAR;5
CODGEO;Code géographique;Code géographique;54323;Longwy;CHAR;5
CODGEO;Code géographique;Code géographique;54328;Ludres;CHAR;5
CODGEO;Code géographique;Code géographique;54329;Lunéville;CHAR;5
CODGEO;Code géographique;Code géographique;54395;Nancy;CHAR;5
CODGEO;Code géographique;Code géographique;54397;Neuves-Maisons;CHAR;5
CODGEO;Code géographique;Code géographique;54431;Pont-à-Mousson;CHAR;5
CODGEO;Code géographique;Code géographique;54528;Toul;CHAR;5
CODGEO;Code géographique;Code géographique;54563;Vézelise;CHAR;5
CODGEO;Code géographique;Code géographique;54580;Villerupt;CHAR;5
CODGEO;Code géographique;Code géographique;55029;Bar-le-Duc;CHAR;5
CODGEO;Code géographique;Code géographique;55122;Commercy;CHAR;5
CODGEO;Code géographique;Code géographique;55181;Étain;CHAR;5
CODGEO;Code géographique;Code géographique;55291;Ligny-en-Barrois;CHAR;5
CODGEO;Code géographique;Code géographique;55351;Montmédy;CHAR;5
CODGEO;Code géographique;Code géographique;55427;Revigny-sur-Ornain;CHAR;5
CODGEO;Code géographique;Code géographique;55463;Saint-Mihiel;CHAR;5
CODGEO;Code géographique;Code géographique;55502;Stenay;CHAR;5
CODGEO;Code géographique;Code géographique;55533;Vaucouleurs;CHAR;5
CODGEO;Code géographique;Code géographique;55545;Verdun;CHAR;5
CODGEO;Code géographique;Code géographique;56001;Allaire;CHAR;5
CODGEO;Code géographique;Code géographique;56003;Arradon;CHAR;5
CODGEO;Code géographique;Code géographique;56007;Auray;CHAR;5
CODGEO;Code géographique;Code géographique;56010;Baud;CHAR;5
CODGEO;Code géographique;Code géographique;56013;Belz;CHAR;5
CODGEO;Code géographique;Code géographique;56034;Carnac;CHAR;5
CODGEO;Code géographique;Code géographique;56053;Elven;CHAR;5
CODGEO;Code géographique;Code géographique;56057;Le Faouët;CHAR;5
CODGEO;Code géographique;Code géographique;56061;La Gacilly;CHAR;5
CODGEO;Code géographique;Code géographique;56066;Gourin;CHAR;5
CODGEO;Code géographique;Code géographique;56067;Grand-Champ;CHAR;5
CODGEO;Code géographique;Code géographique;56073;Guémené-sur-Scorff;CHAR;5
CODGEO;Code géographique;Code géographique;56075;Guer;CHAR;5
CODGEO;Code géographique;Code géographique;56078;Guidel;CHAR;5
CODGEO;Code géographique;Code géographique;56083;Hennebont;CHAR;5
CODGEO;Code géographique;Code géographique;56091;Josselin;CHAR;5
CODGEO;Code géographique;Code géographique;56098;Lanester;CHAR;5
CODGEO;Code géographique;Code géographique;56117;Locminé;CHAR;5
CODGEO;Code géographique;Code géographique;56121;Lorient;CHAR;5
CODGEO;Code géographique;Code géographique;56124;Malestroit;CHAR;5
CODGEO;Code géographique;Code géographique;56127;Mauron;CHAR;5
CODGEO;Code géographique;Code géographique;56143;Muzillac;CHAR;5
CODGEO;Code géographique;Code géographique;56147;Nivillac;CHAR;5
CODGEO;Code géographique;Code géographique;56152;Le Palais;CHAR;5
CODGEO;Code géographique;Code géographique;56164;Ploeren;CHAR;5
CODGEO;Code géographique;Code géographique;56165;Ploërmel;CHAR;5
CODGEO;Code géographique;Code géographique;56166;Plouay;CHAR;5
CODGEO;Code géographique;Code géographique;56169;Plouhinec;CHAR;5
CODGEO;Code géographique;Code géographique;56177;Pluvigner;CHAR;5
CODGEO;Code géographique;Code géographique;56178;Pontivy;CHAR;5
CODGEO;Code géographique;Code géographique;56184;Questembert;CHAR;5
CODGEO;Code géographique;Code géographique;56186;Quiberon;CHAR;5
CODGEO;Code géographique;Code géographique;56193;Riantec;CHAR;5
CODGEO;Code géographique;Code géographique;56240;Sarzeau;CHAR;5
CODGEO;Code géographique;Code géographique;56251;Theix-Noyalo;CHAR;5
CODGEO;Code géographique;Code géographique;56260;Vannes;CHAR;5
CODGEO;Code géographique;Code géographique;57019;Amnéville;CHAR;5
CODGEO;Code géographique;Code géographique;57089;Bitche;CHAR;5
CODGEO;Code géographique;Code géographique;57097;Boulay-Moselle;CHAR;5
CODGEO;Code géographique;Code géographique;57106;Bouzonville;CHAR;5
CODGEO;Code géographique;Code géographique;57132;Château-Salins;CHAR;5
CODGEO;Code géographique;Code géographique;57160;Creutzwald;CHAR;5
CODGEO;Code géographique;Code géographique;57177;Dieuze;CHAR;5
CODGEO;Code géographique;Code géographique;57207;Farébersviller;CHAR;5
CODGEO;Code géographique;Code géographique;57209;Faulquemont;CHAR;5
CODGEO;Code géographique;Code géographique;57227;Forbach;CHAR;5
CODGEO;Code géographique;Code géographique;57240;Freyming-Merlebach;CHAR;5
CODGEO;Code géographique;Code géographique;57269;Guénange;CHAR;5
CODGEO;Code géographique;Code géographique;57323;Hettange-Grande;CHAR;5
CODGEO;Code géographique;Code géographique;57413;Longeville-lès-Saint-Avold;CHAR;5
CODGEO;Code géographique;Code géographique;57443;Marange-Silvange;CHAR;5
CODGEO;Code géographique;Code géographique;57463;Metz;CHAR;5
CODGEO;Code géographique;Code géographique;57483;Morhange;CHAR;5
CODGEO;Code géographique;Code géographique;57540;Phalsbourg;CHAR;5
CODGEO;Code géographique;Code géographique;57556;Puttelange-aux-Lacs;CHAR;5
CODGEO;Code géographique;Code géographique;57572;Rémilly;CHAR;5
CODGEO;Code géographique;Code géographique;57589;Rohrbach-lès-Bitche;CHAR;5
CODGEO;Code géographique;Code géographique;57606;Saint-Avold;CHAR;5
CODGEO;Code géographique;Code géographique;57628;Sarralbe;CHAR;5
CODGEO;Code géographique;Code géographique;57630;Sarrebourg;CHAR;5
CODGEO;Code géographique;Code géographique;57631;Sarreguemines;CHAR;5
CODGEO;Code géographique;Code géographique;57672;Thionville;CHAR;5
CODGEO;Code géographique;Code géographique;58059;La Charité-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;58062;Château-Chinon (Ville);CHAR;5
CODGEO;Code géographique;Code géographique;58079;Clamecy;CHAR;5
CODGEO;Code géographique;Code géographique;58083;Corbigny;CHAR;5
CODGEO;Code géographique;Code géographique;58086;Cosne-Cours-sur-Loire;CHAR;5
CODGEO;Code géographique;Code géographique;58095;Decize;CHAR;5
CODGEO;Code géographique;Code géographique;58134;Imphy;CHAR;5
CODGEO;Code géographique;Code géographique;58149;Luzy;CHAR;5
CODGEO;Code géographique;Code géographique;58194;Nevers;CHAR;5
CODGEO;Code géographique;Code géographique;58218;Prémery;CHAR;5
CODGEO;Code géographique;Code géographique;58264;Saint-Pierre-le-Moûtier;CHAR;5
CODGEO;Code géographique;Code géographique;59011;Annœullin;CHAR;5
CODGEO;Code géographique;Code géographique;59015;Arleux;CHAR;5
CODGEO;Code géographique;Code géographique;59017;Armentières;CHAR;5
CODGEO;Code géographique;Code géographique;59033;Aulnoye-Aymeries;CHAR;5
CODGEO;Code géographique;Code géographique;59036;Avesnes-sur-Helpe;CHAR;5
CODGEO;Code géographique;Code géographique;59037;Avesnes-les-Aubert;CHAR;5
CODGEO;Code géographique;Code géographique;59051;La Bassée;CHAR;5
CODGEO;Code géographique;Code géographique;59053;Bavay;CHAR;5
CODGEO;Code géographique;Code géographique;59067;Bergues;CHAR;5
CODGEO;Code géographique;Code géographique;59094;Bourbourg;CHAR;5
CODGEO;Code géographique;Code géographique;59107;Bray-Dunes;CHAR;5
CODGEO;Code géographique;Code géographique;59122;Cambrai;CHAR;5
CODGEO;Code géographique;Code géographique;59136;Le Cateau-Cambrésis;CHAR;5
CODGEO;Code géographique;Code géographique;59139;Caudry;CHAR;5
CODGEO;Code géographique;Code géographique;59168;Cysoing;CHAR;5
CODGEO;Code géographique;Code géographique;59172;Denain;CHAR;5
CODGEO;Code géographique;Code géographique;59178;Douai;CHAR;5
CODGEO;Code géographique;Code géographique;59183;Dunkerque;CHAR;5
CODGEO;Code géographique;Code géographique;59239;Flines-lez-Raches;CHAR;5
CODGEO;Code géographique;Code géographique;59249;Fourmies;CHAR;5
CODGEO;Code géographique;Code géographique;59273;Gravelines;CHAR;5
CODGEO;Code géographique;Code géographique;59295;Hazebrouck;CHAR;5
CODGEO;Code géographique;Code géographique;59324;Jeumont;CHAR;5
CODGEO;Code géographique;Code géographique;59331;Landrecies;CHAR;5
CODGEO;Code géographique;Code géographique;59350;Lille;CHAR;5
CODGEO;Code géographique;Code géographique;59375;Marchiennes;CHAR;5
CODGEO;Code géographique;Code géographique;59392;Maubeuge;CHAR;5
CODGEO;Code géographique;Code géographique;59400;Merville;CHAR;5
CODGEO;Code géographique;Code géographique;59449;Orchies;CHAR;5
CODGEO;Code géographique;Code géographique;59462;Phalempin;CHAR;5
CODGEO;Code géographique;Code géographique;59466;Pont-à-Marcq;CHAR;5
CODGEO;Code géographique;Code géographique;59481;Le Quesnoy;CHAR;5
CODGEO;Code géographique;Code géographique;59484;Quiévrechain;CHAR;5
CODGEO;Code géographique;Code géographique;59526;Saint-Amand-les-Eaux;CHAR;5
CODGEO;Code géographique;Code géographique;59571;Solesmes;CHAR;5
CODGEO;Code géographique;Code géographique;59574;Somain;CHAR;5
CODGEO;Code géographique;Code géographique;59580;Steenvoorde;CHAR;5
CODGEO;Code géographique;Code géographique;59601;Trélon;CHAR;5
CODGEO;Code géographique;Code géographique;59606;Valenciennes;CHAR;5
CODGEO;Code géographique;Code géographique;59616;Vieux-Condé;CHAR;5
CODGEO;Code géographique;Code géographique;59653;Wavrin;CHAR;5
CODGEO;Code géographique;Code géographique;59663;Wormhout;CHAR;5
CODGEO;Code géographique;Code géographique;60057;Beauvais;CHAR;5
CODGEO;Code géographique;Code géographique;60103;Bresles;CHAR;5
CODGEO;Code géographique;Code géographique;60104;Breteuil;CHAR;5
CODGEO;Code géographique;Code géographique;60141;Chantilly;CHAR;5
CODGEO;Code géographique;Code géographique;60143;Chaumont-en-Vexin;CHAR;5
CODGEO;Code géographique;Code géographique;60157;Clermont;CHAR;5
CODGEO;Code géographique;Code géographique;60159;Compiègne;CHAR;5
CODGEO;Code géographique;Code géographique;60175;Creil;CHAR;5
CODGEO;Code géographique;Code géographique;60176;Crépy-en-Valois;CHAR;5
CODGEO;Code géographique;Code géographique;60178;Crèvecœur-le-Grand;CHAR;5
CODGEO;Code géographique;Code géographique;60223;Estrées-Saint-Denis;CHAR;5
CODGEO;Code géographique;Code géographique;60245;Formerie;CHAR;5
CODGEO;Code géographique;Code géographique;60286;Grandvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;60360;Liancourt;CHAR;5
CODGEO;Code géographique;Code géographique;60395;Méru;CHAR;5
CODGEO;Code géographique;Code géographique;60471;Noyon;CHAR;5
CODGEO;Code géographique;Code géographique;60500;Le Plessis-Belleville;CHAR;5
CODGEO;Code géographique;Code géographique;60509;Pont-Sainte-Maxence;CHAR;5
