CODGEO;NBMENFISC21;NBPERSMENFISC21;MED21;PIMP21;TP6021;TP60AGE121;TP60AGE221;TP60AGE321;TP60AGE421;TP60AGE521;TP60AGE621;TP60TOL121;TP60TOL221;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PPAT21;PPSOC21;PPFAM21;PPMINI21;PPLOGT21;PIMPOT21;D121;D921;RD21
71153;19553;40403;21780;48,6;14,0;22,4;16,2;16,8;13,1;11,1;10,5;6,6;28,3;64,2;56,6;2,7;4,9;37,9;6,0;5,8;1,9;2,7;1,2;-13,9;12560;35330;2,8
71176;6813;14039;20560;39,2;16,0;s;17,7;17,9;14,8;13,0;16,2;9,6;31,8;61,7;53,5;2,5;5,7;36,8;7,5;6,1;1,8;3,1;1,2;-12,1;12180;32250;2,6
71192;2453;4998;21060;44,4;15,4;s;s;s;s;14,8;s;11,5;27,1;60,6;49,9;2,3;8,4;39,5;8,7;4,5;1,6;2,2;0,7;-13,3;12270;35000;2,9
71221;5128;11764;27330;65,5;5,9;s;s;s;s;s;s;5,0;15,6;74,7;62,1;1,9;10,7;30,2;13,1;2,2;1,0;0,8;0,4;-20,2;16070;49880;3,1
71230;6016;12319;21420;43,3;12,2;s;s;14,1;12,2;10,3;11,2;7,9;27,2;59,7;51,9;2,0;5,8;40,9;7,1;4,7;1,6;2,3;0,8;-12,4;13110;33500;2,6
71263;11025;22736;21420;45,4;14,5;19,5;20,0;16,1;12,8;10,7;13,6;9,9;28,2;59,9;52,1;2,6;5,2;39,5;8,5;5,1;1,8;2,4;0,9;-13,0;12550;33960;2,7
71270;39217;85827;23140;53,6;13,6;19,4;16,8;16,5;12,6;9,5;8,5;5,0;28,0;70,6;62,4;2,7;5,5;30,8;8,9;5,3;2,1;2,2;1,0;-15,6;12580;38530;3,1
71275;2876;5960;21580;42,7;13,4;s;s;s;s;s;s;9,4;25,8;59,1;48,5;2,1;8,5;40,0;10,3;4,2;1,6;1,8;0,8;-13,6;12940;35660;2,8
71306;22407;46050;21120;44,1;14,7;21,6;17,7;18,7;14,8;10,7;10,6;6,6;30,8;61,2;54,0;2,7;4,5;39,1;5,9;6,7;2,0;3,4;1,3;-12,9;12450;33860;2,7
71310;4632;10210;22560;49,8;11,0;s;s;12,1;s;10,5;s;5,8;23,6;71,0;64,4;2,5;4,1;31,6;5,5;5,3;2,0;2,3;1,0;-13,4;13550;34650;2,6
71342;8153;16866;22010;45,6;11,5;s;13,8;13,1;11,1;9,7;9,8;5,9;24,9;62,3;53,9;2,0;6,4;38,3;8,1;5,1;1,7;2,4;1,0;-13,8;13330;36040;2,7
71351;2609;5299;21250;43,0;15,4;s;s;s;s;s;s;13,6;25,2;58,3;48,9;2,4;7,0;41,6;7,9;4,7;1,7;2,3;0,7;-12,5;12130;33570;2,8
