CODGEO;NBMENFISC21;NBPERSMENFISC21;MED21;PIMP21;TP6021;TP60AGE121;TP60AGE221;TP60AGE321;TP60AGE421;TP60AGE521;TP60AGE621;TP60TOL121;TP60TOL221;PACT21;PTSA21;PCHO21;PBEN21;PPEN21;PPAT21;PPSOC21;PPFAM21;PPMINI21;PPLOGT21;PIMPOT21;D121;D921;RD21
246200844;11114;28267;22600;51,0;12,3;15,3;12,0;13,3;12,5;10,0;12,7;7,2;27,5;77,7;70,5;2,4;4,8;25,3;6,1;5,3;2,5;1,9;0,9;-14,4;13120;36170;2,8
246201016;9489;24137;21770;45,8;13,0;16,7;13,3;14,3;11,2;10,7;15,5;7,8;30,4;76,0;68,9;2,2;4,9;25,2;6,1;5,9;2,7;2,3;0,9;-13,2;12970;33690;2,6
246300701;133388;265856;23020;53,9;16,6;31,0;19,3;18,6;16,0;10,6;8,1;5,0;32,0;71,5;64,1;2,5;4,9;30,7;8,9;5,8;1,7;2,7;1,4;-16,9;11470;40930;3,6
246300966;4624;9003;21560;46,7;16,4;s;15,2;17,8;16,2;13,9;20,3;13,2;25,4;64,0;46,7;3,4;13,9;34,4;12,2;3,9;1,3;1,9;0,7;-14,5;11750;35520;3,0
246301097;8063;18746;23470;51,7;9,1;s;7,7;8,9;8,9;9,1;s;6,1;22,0;75,9;69,1;2,6;4,2;26,7;7,4;4,3;1,9;1,8;0,6;-14,3;14180;36470;2,6
246400337;4526;9558;21740;46,5;13,4;s;15,2;14,6;14,3;10,5;s;9,9;26,4;61,0;51,6;2,9;6,5;39,2;8,6;4,5;1,5;2,2;0,8;-13,3;12950;35030;2,7
246401756;12133;28802;23630;53,9;9,0;s;9,9;9,5;7,4;7,6;9,8;5,9;22,1;70,9;63,2;2,4;5,3;30,7;8,7;4,5;1,7;2,1;0,7;-14,8;14240;37350;2,6
246500482;8081;15726;21600;46,9;15,2;s;18,6;19,0;13,5;12,3;13,9;9,7;28,9;58,7;49,5;3,0;6,2;42,3;7,2;5,3;1,3;2,9;1,1;-13,5;12060;35090;2,9
246500573;2995;5718;21080;47,7;16,2;s;s;19,7;18,4;s;s;12,6;23,5;61,6;48,5;4,5;8,6;38,3;10,4;3,8;1,2;1,8;0,8;-14,1;11790;37040;3,1
246600282;12516;25344;22350;50,2;15,7;s;22,4;19,2;16,9;11,2;11,5;9,0;30,1;55,8;46,0;3,2;6,6;44,1;10,2;5,1;1,4;2,7;1,0;-15,2;12090;37640;3,1
246600373;10273;20643;21320;44,6;18,2;29,1;23,2;23,2;19,7;13,5;12,7;10,5;32,8;53,6;43,7;3,2;6,7;44,6;10,0;6,0;1,4;3,3;1,3;-14,2;11190;36190;3,2
246600399;3662;7745;21400;47,4;15,8;s;19,3;17,0;16,0;12,6;s;10,3;25,0;72,1;60,7;3,0;8,4;28,5;8,6;5,5;1,8;2,6;1,1;-14,7;11590;35770;3,1
246600415;8229;18285;20440;40,3;20,1;35,4;23,7;21,1;16,9;15,3;20,4;11,8;38,8;67,0;56,1;3,8;7,1;30,4;8,1;7,7;2,4;3,8;1,5;-13,2;11030;33570;3,0
246600423;3024;5907;18060;32,6;28,5;s;41,2;33,0;28,7;21,5;24,5;20,2;49,9;51,1;39,4;4,1;7,6;44,4;7,3;8,5;2,0;4,8;1,7;-11,3;9330;29920;3,2
246600449;9845;21917;21800;46,7;16,4;24,9;19,1;17,5;15,6;12,4;15,8;9,5;33,5;67,5;57,8;3,6;6,1;32,5;8,1;6,0;1,9;3,0;1,1;-14,1;11820;35580;3,0
246600464;3041;6045;21580;50,3;16,0;s;s;18,8;16,1;s;s;10,6;25,2;67,2;53,8;4,5;8,9;32,6;12,0;4,4;1,3;2,2;0,9;-16,2;11710;38170;3,3
246600548;5050;8892;18830;37,6;25,3;s;37,4;31,1;30,8;18,2;17,2;16,2;40,9;45,0;35,0;3,9;6,1;49,8;9,2;8,3;1,5;4,9;1,9;-12,3;9540;31380;3,3
246700306;8860;19972;23280;52,4;10,0;s;14,1;12,1;8,7;6,8;s;6,4;23,1;70,4;64,4;2,6;3,4;33,1;6,5;3,9;1,7;1,6;0,6;-13,9;13870;35740;2,6
246700488;212904;457669;22200;53,1;20,7;28,5;23,6;25,5;20,1;14,2;10,2;5,7;32,0;76,1;67,3;3,1;5,7;25,7;9,3;6,7;2,1;3,0;1,6;-17,8;10660;42320;4,0
246700744;7962;18414;27670;67,1;5,0;s;s;5,5;5,0;s;s;5,0;10,6;78,1;70,4;2,3;5,4;27,8;10,2;2,0;1,0;0,7;0,3;-18,1;16730;47580;2,8
246700777;4732;10879;24780;56,7;7,0;s;s;8,9;s;s;s;5,0;18,6;72,9;67,1;2,3;3,5;31,5;7,8;2,9;1,4;1,1;0,4;-15,1;15130;40030;2,6
246700843;7112;16912;27080;67,1;5,0;s;s;s;s;s;s;5,0;11,1;78,3;71,9;2,0;4,4;27,8;8,8;2,1;1,1;0,8;0,2;-17,0;17080;43450;2,5
246700926;6869;15371;24820;56,8;11,5;s;14,1;13,5;10,5;8,6;s;5,9;24,5;76,9;68,5;2,3;6,1;29,1;7,5;3,1;1,2;1,3;0,6;-16,6;13210;43260;3,3
246700959;6514;16250;26320;61,0;5,0;s;s;s;s;s;s;5,0;13,3;77,7;70,9;2,0;4,8;26,5;9,2;2,6;1,4;0,9;0,3;-16,0;16330;41190;2,5
246700967;16540;36984;24270;57,4;10,4;13,8;12,3;13,4;9,1;7,5;7,7;5,0;21,6;75,9;68,5;2,7;4,7;26,7;9,8;4,1;1,6;1,8;0,7;-16,5;13680;40610;3,0
246701064;16761;39210;25660;62,0;7,4;14,1;8,5;8,9;6,6;5,1;6,1;5,0;17,5;77,2;70,5;2,4;4,3;28,2;7,8;3,4;1,6;1,3;0,5;-16,6;15050;41580;2,8
246701080;8859;19101;25400;61,1;8,3;s;10,3;9,2;7,1;6,2;s;5,0;15,9;75,9;69,2;2,7;4,0;28,3;10,3;3,0;1,2;1,3;0,5;-17,5;14650;43820;3,0
246701098;9521;22215;23860;56,3;9,8;s;13,7;12,2;8,7;6,4;s;6,3;24,3;71,9;65,9;2,3;3,7;33,1;6,1;3,6;1,6;1,5;0,5;-14,7;13960;37470;2,7
246800205;5430;11753;23160;53,0;9,5;s;13,6;10,8;10,5;s;s;5,3;25,9;65,7;59,5;2,6;3,6;38,3;6,4;3,7;1,5;1,6;0,6;-14,1;14070;37310;2,7
246800395;3849;8301;21600;47,5;15,4;s;23,7;17,1;13,7;11,1;s;7,1;30,5;64,8;58,6;2,6;3,6;32,8;9,6;6,2;2,1;3,0;1,1;-13,4;12140;34200;2,8
246800445;6210;14792;25660;62,4;6,7;s;8,2;6,7;s;s;s;5,0;17,2;80,5;73,7;3,0;3,8;26,0;5,9;3,3;1,6;1,2;0,5;-15,7;15490;42220;2,7
246800494;5420;12550;27080;64,6;6,4;s;s;8,8;s;s;s;5,0;15,7;74,0;65,5;2,1;6,4;27,4;14,3;2,4;1,1;0,9;0,4;-18,1;15740;46110;2,9
246800551;7272;15920;25340;60,8;7,9;s;11,3;9,3;6,8;5,1;s;5,0;17,8;70,3;61,8;2,4;6,1;32,6;10,4;2,8;1,2;1,1;0,5;-16,1;14910;41810;2,8
246800569;16505;36596;24240;55,8;10,6;16,9;13,9;12,3;9,3;7,6;7,5;5,0;24,0;74,4;67,3;2,9;4,2;29,3;7,9;4,2;1,6;1,8;0,8;-15,8;13610;40960;3,0
246800577;7872;17516;25700;59,7;8,2;s;10,5;9,4;6,2;6,1;s;5,0;17,4;73,5;64,6;2,3;6,6;28,9;11,9;2,8;1,2;1,1;0,5;-17,1;14850;43440;2,9
246800585;7174;15707;23610;53,4;9,0;s;12,8;7,9;8,3;7,8;s;5,5;18,9;67,9;61,2;2,4;4,3;35,4;7,9;3,5;1,5;1,4;0,6;-14,7;14190;38450;2,7
246800676;6709;15853;25040;58,3;7,3;s;10,1;7,4;s;6,3;s;5,0;18,5;77,3;71,2;2,7;3,4;29,1;5,8;3,2;1,6;1,1;0,5;-15,4;15030;40590;2,7
246800726;49583;105455;23580;55,7;14,5;21,5;20,0;17,6;12,4;9,9;8,0;5,0;26,5;74,3;66,3;2,8;5,2;29,4;8,3;4,9;1,7;2,2;1,0;-16,9;12240;42200;3,4
246900575;16323;42568;28830;70,9;5,0;s;5,7;5,3;5,0;5,0;s;5,0;12,3;82,3;75,5;2,5;4,3;23,1;11,2;2,5;1,4;0,8;0,3;-19,1;17190;47820;2,8
246900625;16153;39368;27100;65,3;6,7;14,0;7,8;6,7;5,7;5,3;6,5;5,0;17,2;80,4;73,4;2,6;4,4;23,8;11,0;3,0;1,5;1,1;0,4;-18,2;15700;45470;2,9
246900724;12750;31860;27820;67,5;5,9;s;5,9;6,4;5,3;5,0;s;5,0;14,1;80,2;73,1;2,4;4,7;22,7;12,9;2,8;1,6;0,8;0,4;-18,6;16010;47580;3,0
246900740;11739;29358;27550;66,0;5,1;s;5,0;5,3;5,0;5,0;s;5,0;11,7;80,6;72,9;2,3;5,4;23,9;11,0;2,6;1,5;0,8;0,3;-18,1;16550;45160;2,7
246900757;13272;32510;29020;69,2;6,7;s;9,7;7,3;5,8;5,0;s;5,0;17,8;78,3;71,4;2,3;4,6;25,5;14,2;2,7;1,3;1,0;0,4;-20,7;15610;51870;3,3
246900765;10892;27388;28050;68,6;5,9;s;7,8;5,6;5,0;5,0;s;5,0;15,8;80,5;73,9;2,3;4,3;24,5;10,4;3,0;1,6;1,0;0,4;-18,4;16240;46800;2,9
247000011;15496;30672;21900;49,3;16,3;26,8;23,6;18,5;16,4;9,9;10,0;5,0;31,7;65,0;58,1;2,3;4,6;36,0;6,7;7,0;1,8;3,7;1,5;-14,7;11940;36960;3,1
247000367;3340;7587;22210;48,3;11,0;s;s;14,6;s;s;s;7,0;26,3;69,8;61,0;2,3;6,5;32,9;5,4;4,9;2,2;1,9;0,8;-13,0;13530;33770;2,5
247000623;4364;9266;21600;46,7;13,8;s;19,8;16,3;12,6;10,2;s;9,3;32,2;62,7;52,9;2,3;7,5;37,6;7,9;4,8;1,8;2,2;0,8;-13,0;12860;34210;2,7
247000664;8541;18627;21630;47,5;14,5;20,6;16,8;18,2;12,0;10,8;11,7;8,1;28,9;67,7;61,3;2,9;3,5;32,1;7,6;6,1;2,1;2,8;1,2;-13,5;12300;34050;2,8
247000698;2661;6137;22610;46,1;10,3;s;s;s;s;s;s;6,6;24,3;73,3;64,6;2,9;5,8;27,6;7,6;4,6;2,1;1,9;0,6;-13,1;13690;34860;2,5
247000706;5479;13271;24030;55,2;6,6;s;s;7,4;s;s;s;5,0;15,6;79,1;72,0;2,6;4,5;24,4;6,9;4,0;2,0;1,4;0,6;-14,4;15220;36780;2,4
247000714;3436;7554;21460;44,7;12,0;s;16,1;13,8;s;s;s;7,6;29,2;67,5;59,7;2,9;4,9;33,7;6,6;4,9;1,9;2,2;0,8;-12,7;13160;33520;2,5
247000722;9186;20828;22770;51,6;12,7;21,8;16,0;14,5;11,7;9,1;9,2;5,8;32,6;72,7;65,8;3,2;3,7;31,3;4,9;5,2;2,0;2,3;0,9;-14,1;12950;36530;2,8
247000755;6868;14093;20360;41,9;18,4;29,8;23,9;21,1;17,9;13,5;11,7;10,3;33,8;62,2;54,7;2,8;4,7;37,0;6,7;7,1;2,1;3,6;1,4;-13,0;11670;34440;3,0
247000821;5156;11827;22120;48,6;11,8;s;13,9;11,9;12,0;10,4;s;7,6;31,4;72,5;66,1;3,1;3,3;31,0;5,2;4,9;1,9;2,2;0,8;-13,6;13220;35110;2,7
247000854;4077;8474;21030;44,0;14,4;s;19,2;s;13,6;13,0;s;10,3;30,5;63,4;55,8;3,0;4,6;37,9;7,7;4,5;1,5;2,2;0,8;-13,5;12320;33940;2,8
